winner,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_total_strikes_percentage,blue_total_strikes_percentage,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted
0,179,7,1,0,64,46,58,50,77,49,63,52,1,1,100,50,1,0
0,55,2,1,0,13,2,59,40,13,2,59,40,0,0,0,0,0,0
0,84,2,3,0,100,54,57,46,114,71,60,50,0,0,0,0,0,0
0,103,7,0,0,26,12,66,36,46,25,74,53,2,1,66,100,1,0
1,179,6,0,1,51,78,56,37,51,84,56,37,0,0,0,0,0,0
1,84,2,0,1,15,54,68,58,43,94,86,71,0,3,0,100,0,0
1,55,6,0,0,17,63,43,49,79,69,76,51,3,0,60,0,1,0
0,84,9,0,0,56,39,49,39,90,74,59,54,0,2,0,28,0,0
1,139,2,0,1,49,41,57,42,49,41,58,43,0,0,0,0,0,0
0,74,6,0,0,42,39,42,42,72,77,53,59,4,0,66,0,0,0
0,103,2,1,0,33,25,44,46,33,25,44,46,0,0,0,0,0,0
0,139,2,1,0,66,44,33,42,67,44,34,42,0,0,0,0,0,0
1,103,6,0,0,2,29,10,55,2,83,11,72,3,1,18,100,1,0
1,74,6,0,0,70,83,34,44,80,88,37,45,0,0,0,0,0,0
1,196,9,0,0,61,44,32,36,70,48,35,36,1,0,50,0,0,0
1,74,2,0,0,10,14,47,58,10,14,48,58,0,0,0,0,0,0
1,196,9,0,0,104,87,31,48,107,93,32,49,1,0,50,0,0,0
0,198,6,0,0,99,42,49,38,99,42,50,39,0,0,0,0,0,0
1,196,2,1,1,18,17,51,42,31,50,49,65,1,0,50,0,0,0
1,198,6,0,0,12,46,23,44,52,107,48,61,2,1,20,100,3,0
1,139,9,0,0,58,128,36,45,73,187,41,49,0,3,0,25,1,0
0,190,6,0,0,32,21,50,45,105,120,64,65,4,0,66,0,0,0
0,179,7,0,0,64,48,41,32,68,50,42,34,1,0,50,0,1,0
1,5,9,0,0,39,48,37,37,57,66,46,42,5,2,100,100,0,0
1,5,9,0,0,40,45,40,36,44,68,42,43,0,2,0,66,0,0
0,179,7,1,0,24,28,53,35,41,33,62,39,1,0,50,0,2,0
1,190,6,0,1,26,85,25,53,27,86,26,54,0,0,0,0,0,0
0,5,9,0,0,55,42,50,44,71,62,55,48,0,3,0,27,0,3
0,179,2,0,2,83,48,57,41,98,51,60,42,0,1,0,50,1,2
0,5,6,0,0,62,47,52,36,109,83,64,49,3,1,13,16,0,0
0,153,3,0,0,120,87,74,42,123,113,75,49,0,4,0,26,0,0
0,74,3,0,0,103,97,60,57,106,97,61,57,1,0,33,0,0,0
0,10,7,0,0,10,7,90,58,20,18,95,78,1,0,50,0,1,0
0,153,6,0,0,145,137,41,51,151,137,43,52,0,0,0,0,0,0
0,74,6,0,0,106,71,48,36,106,71,49,37,0,0,0,0,0,0
0,10,7,0,0,28,10,60,41,45,14,70,50,1,1,100,33,1,0
0,90,9,0,0,53,47,63,58,62,53,67,62,5,0,35,0,0,0
1,74,2,0,0,2,15,28,75,2,15,29,75,0,1,0,100,0,0
0,153,7,0,0,16,9,53,24,79,54,76,62,4,0,50,0,2,2
0,10,9,0,0,93,69,57,56,115,87,63,62,1,5,50,45,0,0
0,90,2,0,0,9,4,64,66,14,6,74,75,0,0,0,0,0,0
0,74,2,1,0,10,3,47,20,13,3,54,20,0,0,0,0,0,0
0,153,9,0,0,131,100,57,50,177,123,64,55,2,0,50,0,0,0
2,10,3,0,0,43,47,47,48,96,78,57,59,1,2,33,66,0,0
1,90,6,0,0,30,62,37,80,49,78,50,82,0,4,0,100,3,0
1,153,6,0,0,75,147,52,43,87,202,56,50,1,11,20,22,0,0
0,46,2,0,0,12,0,80,0,27,0,77,0,0,0,0,0,0,0
0,153,7,0,0,7,5,58,45,24,5,77,45,2,1,100,50,2,1
1,103,6,0,0,47,38,60,69,101,78,75,81,3,0,33,0,2,1
0,70,7,0,0,3,2,75,40,5,5,83,62,3,1,75,100,1,0
0,46,6,0,0,39,33,47,58,60,69,58,73,7,5,77,33,1,0
0,153,6,1,0,38,26,65,56,120,49,71,68,8,0,61,0,0,0
1,103,7,0,1,42,65,72,47,67,80,79,52,5,0,41,0,0,1
1,70,7,0,0,20,33,45,54,23,48,49,62,0,2,0,100,0,2
0,46,9,0,0,154,75,63,48,190,90,68,53,0,3,0,17,2,0
0,103,6,0,0,101,49,49,49,113,56,52,53,2,0,100,0,0,0
1,70,7,0,1,12,23,31,51,12,27,32,54,0,0,0,0,0,1
0,103,6,0,0,63,51,57,60,140,93,72,74,5,0,41,0,0,0
0,74,7,0,0,5,6,50,75,8,7,57,78,2,0,100,0,1,0
1,179,7,0,0,87,59,60,32,167,182,73,59,4,0,66,0,0,1
1,153,7,0,0,69,113,47,63,69,120,48,65,0,0,0,0,0,1
0,46,9,0,1,29,40,69,41,89,62,82,52,4,0,33,0,0,0
0,103,7,0,0,1,1,25,50,3,1,50,50,1,0,25,0,2,0
0,179,6,0,0,26,20,78,28,33,30,82,38,2,1,66,50,0,1
1,153,2,0,1,37,71,44,61,43,84,48,64,1,1,50,50,1,1
1,103,6,0,0,46,98,40,53,86,205,53,64,0,2,0,100,2,0
1,46,2,0,0,82,109,47,49,83,127,48,52,0,0,0,0,0,0
0,74,2,1,1,127,55,54,50,127,61,55,51,0,2,0,66,0,0
1,153,3,0,1,60,117,40,48,63,146,39,54,0,1,0,100,0,0
1,179,7,0,0,6,36,24,66,19,81,43,74,0,4,0,80,0,1
1,103,6,0,0,46,58,39,60,91,76,55,66,1,3,16,50,1,0
1,46,6,1,0,66,40,51,47,98,67,60,57,0,11,0,52,1,0
1,179,7,0,0,43,42,38,41,45,64,39,50,0,1,0,100,0,2
0,5,6,0,0,53,29,55,46,107,77,62,64,1,0,50,0,0,0
0,70,7,0,0,10,5,76,45,37,36,86,78,2,0,33,0,1,0
0,46,7,0,0,9,1,52,25,20,1,71,25,1,0,100,0,1,0
1,5,2,0,2,7,51,24,59,11,51,31,59,4,0,66,0,0,0
0,70,6,0,0,24,26,44,46,149,54,69,63,4,0,50,0,0,0
0,179,2,1,0,17,7,48,25,18,9,47,29,0,0,0,0,0,0
0,5,9,0,0,48,60,31,47,50,74,32,50,3,1,30,20,0,0
0,179,7,0,0,2,1,25,8,49,13,73,45,2,0,66,0,3,0
1,46,3,0,0,6,19,35,42,25,92,69,66,0,3,0,75,2,0
1,153,7,0,0,53,51,37,42,56,53,38,43,0,1,0,33,0,1
1,46,6,0,0,29,59,37,69,199,85,76,75,0,0,0,0,0,0
1,190,6,0,0,37,33,32,55,51,49,37,62,1,5,50,45,0,0
1,70,6,0,0,8,79,24,54,8,79,24,55,0,0,0,0,0,0
1,153,6,0,0,67,108,36,46,68,111,37,47,0,0,0,0,1,0
0,46,8,0,1,64,70,48,49,71,84,50,53,1,1,100,16,0,0
1,190,7,0,0,25,39,50,56,40,58,56,64,0,2,0,66,0,1
0,70,6,0,0,62,30,43,26,79,40,46,31,1,0,33,0,0,0
1,46,2,0,1,1,18,33,40,1,18,33,41,0,0,0,0,0,0
0,190,7,0,0,7,6,41,60,23,15,66,58,0,2,0,100,1,0
0,70,7,0,0,3,1,60,14,3,46,60,82,0,1,0,100,3,0
0,74,6,0,1,57,70,60,48,95,164,70,64,4,0,44,0,0,0
0,179,7,0,0,62,22,57,42,98,35,69,49,0,1,0,25,1,0
0,74,7,1,0,14,11,45,28,18,11,51,28,0,0,0,0,1,0
0,179,2,1,0,8,7,50,43,8,7,50,44,0,0,0,0,0,0
2,74,3,0,2,31,56,50,67,62,99,60,78,6,0,50,0,3,0
1,197,6,0,0,45,44,55,40,54,56,60,46,2,0,66,0,0,0
0,166,7,0,0,16,26,35,59,16,26,36,59,0,0,0,0,1,0
1,106,2,0,1,1,14,25,63,1,16,25,67,0,0,0,0,0,0
0,74,6,0,0,59,28,56,37,78,31,62,40,3,0,75,0,0,1
0,179,6,0,0,82,50,66,49,100,128,67,68,4,1,80,33,0,2
0,197,7,0,0,17,17,62,58,22,41,65,68,2,0,66,0,1,0
1,166,6,0,0,80,111,40,58,81,126,41,61,0,1,0,14,0,0
1,106,9,0,0,70,69,41,43,73,82,42,48,0,0,0,0,0,0
1,74,7,0,0,0,12,0,57,0,36,0,67,0,6,0,75,0,1
1,103,6,0,0,18,39,34,55,43,96,55,71,1,3,20,27,0,0
0,46,6,0,0,40,34,38,30,61,34,46,30,1,0,100,0,0,0
2,70,3,0,0,50,20,64,34,79,39,69,49,0,5,0,50,0,0
1,103,2,0,0,10,21,41,63,11,33,44,61,0,4,0,57,0,0
1,74,2,0,0,14,38,56,74,20,74,50,75,0,2,0,40,0,1
0,46,9,0,0,25,24,43,41,66,37,63,50,0,5,0,23,0,0
1,103,2,0,2,4,11,40,44,4,11,40,44,0,0,0,0,0,0
1,74,7,1,0,20,38,28,41,30,59,36,47,0,1,0,33,0,3
0,46,7,0,0,25,8,65,36,38,8,73,36,1,0,33,0,1,0
0,70,7,0,0,1,2,100,100,5,2,100,100,1,0,100,0,2,1
1,74,6,0,0,75,232,46,57,108,248,55,59,2,0,11,0,0,0
1,153,8,0,0,19,48,44,64,24,85,50,77,1,3,50,50,2,0
0,1,7,0,0,5,4,83,36,10,4,83,36,1,0,100,0,1,0
1,161,6,0,0,100,231,34,62,103,237,35,63,0,1,0,100,0,0
1,153,2,0,1,3,16,37,80,3,17,38,81,0,0,0,0,0,0
1,153,2,0,1,17,21,54,51,21,27,60,57,0,0,0,0,0,0
1,1,2,0,1,21,22,51,48,21,23,51,50,0,0,0,0,0,0
0,161,7,0,0,22,23,66,46,45,43,78,61,4,0,57,0,1,0
0,153,7,0,0,9,9,40,69,9,9,41,69,0,0,0,0,1,0
1,1,2,0,0,1,45,100,78,3,89,100,81,0,3,0,60,0,0
1,74,6,0,0,80,103,44,54,85,108,45,55,1,0,25,0,0,0
0,161,2,1,0,34,14,69,28,38,20,72,36,1,0,25,0,0,0
1,153,9,0,0,66,119,45,47,75,167,49,56,1,0,33,0,0,0
0,74,6,0,0,102,117,48,46,107,122,50,48,0,0,0,0,0,0
1,1,2,0,1,23,53,32,67,25,59,34,70,0,0,0,0,0,0
0,46,6,0,0,182,123,44,45,194,131,46,47,1,0,100,0,0,0
0,179,2,1,0,34,36,45,36,40,38,49,37,1,0,100,0,0,0
1,5,2,0,0,39,82,36,64,39,82,36,64,0,1,0,100,0,0
1,70,9,0,0,64,81,42,50,138,104,60,57,0,0,0,0,0,0
0,179,2,1,0,36,13,70,54,36,14,71,56,0,0,0,0,0,0
0,70,6,0,0,95,29,73,32,125,70,76,53,3,2,60,18,0,0
1,46,2,0,1,19,17,61,60,42,30,78,73,0,0,0,0,0,0
0,5,6,0,0,89,34,52,36,130,52,57,46,3,1,75,33,0,0
0,179,7,0,0,6,3,54,42,9,3,64,43,2,0,50,0,1,0
0,46,6,0,0,47,14,55,31,93,15,65,32,4,0,66,0,2,1
0,5,2,0,0,34,7,59,53,44,7,57,54,0,1,0,33,0,0
0,153,9,0,0,141,152,45,38,141,157,45,38,0,1,0,100,0,0
0,46,6,0,0,34,36,41,41,50,51,48,48,7,0,33,0,0,0
0,103,2,2,0,37,17,45,23,62,38,56,36,1,0,25,0,0,0
0,153,2,1,0,16,10,53,45,16,10,53,45,0,0,0,0,0,0
0,103,2,1,0,34,73,28,51,34,75,28,52,0,0,0,0,0,0
1,46,2,0,0,0,15,0,51,1,25,33,62,3,0,100,0,0,0
1,70,6,0,0,33,22,44,27,66,103,58,48,0,2,0,66,1,0
1,153,6,0,3,32,45,35,38,74,54,53,42,1,3,50,60,1,0
0,103,7,0,0,7,11,38,36,21,32,62,49,0,5,0,41,3,1
0,46,6,0,0,49,25,50,17,79,30,57,20,6,0,54,0,0,0
1,153,6,0,1,3,43,18,63,25,102,60,68,0,7,0,77,0,0
1,103,6,0,1,33,58,35,48,55,67,45,49,2,0,66,0,0,2
0,70,6,0,0,30,26,28,24,65,49,45,36,6,0,46,0,0,0
2,74,9,0,0,55,78,47,42,79,191,56,61,0,2,0,20,0,0
0,153,6,0,0,63,60,40,58,97,100,50,70,0,3,0,50,0,0
0,179,2,1,1,66,38,42,29,66,38,43,29,0,0,0,0,0,0
1,46,7,0,0,35,86,50,58,58,117,62,59,1,6,100,100,0,3
1,74,7,0,1,36,40,43,51,46,53,49,57,1,0,11,0,0,1
0,153,7,0,0,3,4,42,50,9,4,64,50,2,0,66,0,2,0
0,46,2,1,0,12,1,57,100,12,1,57,100,0,0,0,0,0,0
0,70,2,0,0,54,23,50,47,60,26,53,51,0,0,0,0,0,0
0,179,2,1,0,36,50,41,30,36,50,41,31,0,0,0,0,0,0
0,70,2,0,0,87,48,57,51,127,59,65,56,2,2,50,33,0,1
0,46,7,0,0,24,21,63,72,82,32,75,76,2,3,28,75,1,0
0,70,2,0,0,53,11,59,37,105,20,70,48,0,5,0,55,0,1
0,139,2,0,0,163,119,62,56,178,123,64,57,0,2,0,33,0,0
1,74,7,0,0,14,20,48,80,61,36,77,88,0,4,0,66,0,2
0,103,2,2,0,32,20,76,33,40,29,80,43,1,0,100,0,0,0
1,139,2,0,2,2,23,20,52,2,23,20,52,0,0,0,0,0,0
1,74,2,0,0,47,25,59,46,48,39,60,53,2,0,66,0,0,3
0,103,2,1,0,49,37,52,46,97,38,61,46,1,0,100,0,0,0
1,74,2,0,0,110,63,44,45,150,64,51,46,0,1,0,50,0,2
0,198,6,0,0,182,71,52,41,190,76,54,43,0,0,0,0,0,0
0,196,9,0,0,66,65,36,39,95,77,44,43,4,0,26,0,0,0
0,103,6,0,0,83,55,45,43,83,55,46,43,0,0,0,0,0,0
1,139,6,0,0,57,110,29,49,67,154,33,56,2,2,40,28,0,0
0,198,6,0,0,67,49,49,31,69,62,50,36,6,0,60,0,0,0
1,196,2,0,1,31,23,65,28,48,29,74,33,0,1,0,33,0,0
0,103,2,2,1,67,36,43,60,103,39,52,62,0,0,0,0,0,0
0,103,2,1,0,24,9,57,34,24,30,57,53,0,2,0,25,0,0
1,190,6,0,0,66,147,37,52,73,149,39,53,1,0,50,0,0,0
1,70,2,0,0,17,56,25,58,29,77,36,63,0,1,0,33,0,0
0,46,2,2,0,33,5,55,15,41,5,60,15,0,0,0,0,0,0
0,103,9,0,0,115,119,55,50,141,141,59,55,0,1,0,25,0,0
0,190,6,0,0,109,80,43,29,117,84,45,30,0,0,0,0,0,0
1,70,6,0,0,39,38,29,36,47,45,34,41,0,1,0,8,0,0
0,46,9,0,1,68,41,59,50,170,61,76,56,2,7,40,53,1,0
0,103,6,1,0,55,83,68,53,121,95,79,57,2,0,50,0,0,0
0,190,6,0,0,19,21,55,47,56,86,68,69,3,1,37,50,1,1
0,70,2,1,0,45,18,62,38,62,25,70,45,0,1,0,14,0,2
1,74,2,0,0,86,91,53,57,119,140,57,65,1,1,25,100,0,0
1,103,7,0,0,6,37,18,47,19,42,38,47,1,0,25,0,0,1
0,139,7,0,0,38,43,50,43,63,65,60,48,0,3,0,42,2,0
1,131,2,0,1,2,10,16,50,2,10,17,50,0,0,0,0,0,0
0,103,2,1,0,29,5,46,27,37,5,51,28,0,0,0,0,1,1
1,139,7,0,0,14,10,56,30,14,11,56,31,0,0,0,0,0,1
1,74,2,0,1,5,8,41,47,5,8,42,47,0,0,0,0,0,0
0,131,7,0,0,25,7,65,53,93,7,81,54,1,0,100,0,2,0
0,103,6,0,0,42,41,43,47,58,71,49,60,8,1,72,33,2,1
0,139,2,1,0,11,10,40,45,12,11,43,48,0,0,0,0,0,0
0,74,6,0,0,74,77,36,29,90,79,39,30,2,0,100,0,0,0
0,131,2,2,1,32,26,60,35,34,26,62,35,0,0,0,0,0,0
1,74,6,0,1,26,48,20,45,44,64,28,50,1,0,50,0,0,0
0,131,2,1,0,14,2,60,14,14,2,61,14,0,0,0,0,0,0
1,179,2,0,0,19,29,36,54,44,43,56,64,0,1,0,50,0,1
0,153,7,0,0,57,66,52,61,106,71,63,63,5,0,71,0,1,0
1,46,2,0,1,5,19,100,52,5,32,100,64,0,0,0,0,0,0
0,70,7,0,0,4,4,44,40,9,23,64,77,1,0,50,0,1,0
0,153,7,1,0,33,15,67,50,73,50,76,71,2,0,33,0,2,0
0,179,6,0,0,63,29,58,35,172,29,72,35,5,0,62,0,1,0
0,70,7,0,0,44,17,65,68,49,17,68,68,1,0,100,0,3,0
0,153,2,1,0,11,6,61,42,11,6,61,43,0,0,0,0,0,0
1,46,6,0,0,56,78,36,34,70,114,42,42,0,2,0,50,0,0
1,179,7,0,0,69,90,46,53,69,107,47,57,1,0,100,0,0,1
0,70,2,1,0,17,13,58,92,22,17,65,94,0,0,0,0,0,0
1,153,2,0,0,14,28,24,41,14,28,24,42,0,0,0,0,0,0
1,139,9,0,1,47,42,40,53,143,56,67,58,3,3,60,50,0,0
0,46,6,0,0,73,56,46,40,73,59,46,41,0,0,0,0,0,0
1,70,7,0,0,24,10,44,50,27,14,47,56,0,3,0,75,0,1
1,153,9,0,0,120,85,47,35,122,88,47,37,0,0,0,0,0,0
1,139,2,0,1,11,18,42,42,15,29,48,51,1,0,100,0,0,1
1,46,7,0,1,2,6,40,54,3,25,50,76,0,0,0,0,0,1
1,70,7,0,0,20,18,50,54,21,48,50,63,0,2,0,50,0,2
1,153,2,0,3,10,29,33,65,10,31,31,67,0,0,0,0,0,0
0,46,6,0,0,17,12,45,41,51,36,54,58,4,0,50,0,0,1
0,70,7,0,0,9,18,39,69,15,22,50,69,0,2,0,66,1,0
1,179,7,0,1,19,30,48,73,25,72,54,84,0,2,0,66,0,1
0,74,2,0,0,72,8,77,30,148,13,82,42,5,0,62,0,2,0
1,179,9,0,0,58,84,60,51,97,91,70,53,6,0,46,0,0,0
0,107,6,1,0,59,33,45,40,67,38,49,44,0,4,0,21,0,0
1,179,6,0,0,76,98,26,35,76,99,27,35,0,1,0,50,0,0
0,90,2,0,0,80,58,38,49,80,58,38,49,0,0,0,0,0,0
1,107,6,0,0,14,19,40,59,76,57,74,74,2,1,100,50,0,2
1,74,6,0,0,42,57,51,47,108,171,69,68,1,7,100,35,0,1
0,90,6,0,0,40,38,59,38,76,79,73,56,1,1,25,14,0,0
0,74,6,0,0,118,58,47,36,118,64,48,38,0,3,0,100,0,0
0,107,7,0,0,21,17,70,44,119,38,92,61,6,1,85,100,1,1
0,90,3,0,1,54,36,72,60,160,100,84,76,3,0,50,0,0,0
0,46,6,0,0,153,126,49,47,193,148,55,51,0,2,0,20,0,0
1,153,2,0,2,51,62,64,60,60,66,68,62,1,0,100,0,0,0
1,70,2,0,0,25,61,60,76,66,107,80,81,3,0,60,0,1,0
0,5,6,0,0,60,55,65,43,78,61,71,46,2,0,40,0,0,0
1,46,2,0,1,5,8,62,47,6,8,67,47,0,0,0,0,0,0
0,153,9,2,0,87,76,54,41,87,84,54,44,1,1,25,33,0,0
1,46,6,0,0,34,83,33,50,56,129,45,60,0,9,0,69,0,0
0,70,7,0,0,4,1,50,50,7,1,64,50,2,0,100,0,1,0
0,40,6,0,0,83,69,51,44,89,78,54,48,5,0,45,0,0,0
0,5,7,0,0,22,19,61,63,31,29,67,72,3,0,37,0,2,0
1,70,2,0,1,10,22,66,66,11,26,69,67,0,0,0,0,0,0
1,70,3,0,0,61,113,40,57,224,151,66,63,2,0,18,0,2,0
0,103,6,1,0,60,40,42,59,65,82,44,74,0,1,0,25,1,0
0,103,6,1,0,73,11,61,19,119,15,70,25,2,0,40,0,0,0
0,190,7,0,0,9,3,100,100,9,9,100,100,0,0,0,0,1,0
0,5,6,0,0,65,63,48,53,101,84,58,60,9,0,81,0,1,0
1,103,2,1,1,57,69,53,51,67,71,57,52,3,2,50,50,0,0
0,190,6,0,0,38,28,79,40,74,68,84,60,3,0,50,0,0,0
0,103,2,1,0,45,39,50,46,51,39,53,47,0,0,0,0,0,0
1,5,7,0,0,3,3,50,50,21,12,81,75,0,1,0,100,0,1
1,190,2,0,0,12,38,44,54,20,47,56,58,1,0,33,0,0,0
0,70,7,0,0,8,2,61,28,8,2,62,29,1,0,100,0,1,0
0,153,8,0,0,94,54,42,37,130,130,50,58,1,2,7,100,0,0
1,46,2,0,1,44,48,67,53,47,60,69,59,0,1,0,33,0,0
0,103,9,0,0,59,81,41,47,67,151,44,61,1,0,33,0,2,0
0,70,2,1,0,14,11,31,36,14,11,31,37,0,0,0,0,0,0
1,46,9,0,0,62,36,53,41,163,91,74,61,0,3,0,42,0,1
0,153,7,0,0,39,25,65,47,58,34,69,55,8,0,57,0,2,0
0,103,2,0,0,11,1,55,33,16,1,59,33,1,0,100,0,0,0
0,70,6,0,0,25,10,54,26,45,21,68,43,2,1,40,100,0,1
1,103,6,0,0,19,48,55,71,45,87,68,76,0,4,0,80,3,0
0,153,6,0,0,71,52,42,29,72,52,43,29,1,0,11,0,0,0
1,46,7,0,0,39,4,67,28,84,7,79,35,0,3,0,42,1,1
1,103,6,0,0,33,80,29,53,39,106,33,60,2,2,15,50,0,0
0,70,2,1,0,24,15,53,37,24,15,53,38,0,0,0,0,0,0
0,74,7,0,0,101,80,46,46,101,80,47,47,0,1,0,33,1,0
0,153,7,0,0,0,0,0,0,1,0,50,0,2,0,40,0,2,0
1,46,9,0,0,78,88,44,47,78,89,45,48,1,0,100,0,0,0
0,179,2,1,0,37,39,52,41,51,72,60,51,0,3,0,37,2,0
0,98,7,0,0,3,3,100,60,17,17,81,74,1,1,100,100,3,0
1,153,6,0,0,74,92,50,48,90,152,55,59,0,2,0,33,0,0
0,74,7,0,0,17,1,70,100,23,19,74,86,3,0,100,0,2,0
0,98,2,2,0,73,60,45,54,87,63,49,55,0,0,0,0,0,0
1,46,2,1,0,51,54,52,55,57,83,53,63,1,0,50,0,1,0
0,179,6,1,0,52,20,47,21,99,44,61,37,2,0,100,0,0,0
1,153,6,0,0,39,49,27,37,56,60,34,41,0,2,0,100,0,0
1,46,6,0,1,45,38,57,54,63,65,66,66,1,3,50,100,0,0
1,98,9,0,0,44,23,40,34,49,24,43,36,1,0,11,0,0,0
0,74,2,1,1,110,29,65,32,110,29,65,33,0,0,0,0,0,0
0,179,6,0,0,74,33,44,28,74,38,45,31,1,0,100,0,0,0
0,74,6,0,0,51,46,46,26,68,55,48,30,2,0,28,0,2,0
1,10,2,0,1,39,59,30,48,43,66,33,51,0,0,0,0,0,0
0,179,6,0,0,32,20,45,37,69,31,57,48,3,0,60,0,0,1
1,10,6,0,0,86,97,42,48,115,128,50,55,1,5,50,62,0,0
0,83,2,1,0,7,0,100,0,7,0,100,0,0,0,0,0,0,0
1,74,6,0,1,73,64,37,36,73,72,37,40,0,2,0,66,0,0
0,10,6,0,0,60,28,55,29,111,55,69,44,3,1,42,20,0,0
0,179,2,3,0,42,20,62,54,81,33,74,62,1,1,100,33,0,0
1,10,2,0,0,6,19,22,40,6,19,22,40,0,0,0,0,0,0
0,83,7,0,0,15,16,68,47,47,41,73,67,2,1,28,33,1,0
1,153,2,0,1,83,55,61,73,189,64,77,75,5,1,41,20,0,1
0,98,6,0,0,73,51,70,72,106,57,77,73,2,1,100,25,0,0
1,179,6,0,0,38,57,56,38,59,135,64,59,0,0,0,0,0,0
1,153,2,0,0,26,39,61,48,32,51,67,53,0,2,0,66,0,1
0,98,2,1,0,6,2,54,50,6,2,55,50,0,0,0,0,0,0
0,179,3,0,0,47,40,47,45,82,95,61,59,0,2,0,33,0,0
1,153,6,0,0,36,116,44,66,41,203,48,77,0,0,0,0,0,0
2,98,9,0,2,73,91,46,51,86,96,51,53,0,1,0,14,1,0
1,98,6,0,0,87,129,48,55,103,241,51,68,0,2,0,50,0,0
0,79,7,0,0,12,11,66,73,23,14,79,78,2,0,50,0,1,0
0,134,6,0,0,72,88,54,52,102,106,63,56,0,3,0,42,0,0
1,79,2,1,1,22,58,48,69,27,94,53,76,0,0,0,0,0,0
0,153,2,3,0,61,92,39,36,63,100,39,39,0,2,0,28,0,0
0,98,3,0,1,91,71,49,40,133,79,53,42,3,1,75,16,2,0
0,179,6,0,0,86,66,39,36,87,66,40,36,0,0,0,0,0,0
1,185,2,0,1,14,79,26,74,39,95,47,75,0,0,0,0,0,0
0,153,2,1,0,20,4,57,26,20,4,57,27,0,0,0,0,0,0
1,98,7,0,1,29,46,35,40,38,61,41,45,0,1,0,16,0,1
0,179,6,0,0,85,92,38,38,88,98,39,39,1,1,16,33,0,0
0,185,9,0,0,66,118,35,43,66,124,35,44,0,0,0,0,0,0
1,153,9,0,0,48,39,34,29,66,47,42,33,3,0,50,0,0,0
0,98,2,0,0,37,22,61,46,47,28,64,51,1,0,50,0,0,0
1,179,2,0,1,15,13,36,52,15,13,37,52,0,0,0,0,0,0
1,185,2,0,1,1,3,8,25,2,3,15,25,1,0,50,0,0,0
2,153,3,0,0,63,27,42,39,82,40,46,44,1,1,100,20,1,1
1,153,2,0,0,53,89,56,58,56,130,57,67,6,0,30,0,0,0
1,103,2,0,2,97,121,47,57,97,125,48,58,0,1,0,33,0,0
0,46,2,1,0,12,32,30,64,13,33,32,65,0,0,0,0,0,0
1,103,2,0,0,30,54,62,63,52,110,70,71,0,4,0,100,0,1
1,46,2,0,0,8,33,34,67,14,86,48,72,0,6,0,75,0,1
0,103,7,0,0,18,9,48,56,23,10,55,56,1,0,100,0,1,0
1,153,2,0,2,3,22,27,59,3,40,27,70,0,0,0,0,0,0
0,46,2,1,0,7,2,70,25,7,2,70,25,0,0,0,0,0,0
0,103,7,0,0,13,13,59,38,43,14,81,40,3,0,75,0,2,0
0,70,7,0,0,4,8,100,61,4,12,100,71,0,1,0,100,1,0
1,98,6,0,3,60,85,38,55,130,126,54,63,0,6,0,75,1,1
0,153,2,1,0,58,53,38,48,59,66,39,54,0,1,0,50,0,0
1,139,2,0,1,4,15,66,62,4,15,67,62,0,0,0,0,0,0
0,5,7,0,0,8,10,66,71,8,10,67,71,1,0,100,0,1,0
0,190,2,0,0,46,18,58,50,64,21,63,54,0,0,0,0,0,0
0,139,6,0,1,106,74,54,32,119,86,57,36,0,1,0,100,0,0
0,98,2,1,0,62,37,41,54,62,46,41,57,0,1,0,33,0,0
2,5,5,0,1,47,58,40,52,54,106,44,65,0,3,0,75,0,0
0,190,6,0,0,61,34,53,59,111,83,63,75,2,3,20,27,0,0
0,153,2,2,0,83,64,54,56,89,70,57,58,0,1,0,12,0,0
0,98,9,0,0,101,78,43,40,116,87,46,43,1,0,33,0,0,0
0,5,2,0,0,51,38,53,54,72,52,59,61,2,0,66,0,0,0
0,190,6,0,0,25,63,48,64,77,90,72,71,3,0,37,0,0,0
0,153,2,0,0,4,3,40,60,4,3,40,60,0,0,0,0,0,0
0,74,6,0,0,100,43,39,34,100,43,40,34,0,0,0,0,0,0
0,107,7,0,0,17,16,43,72,30,41,57,85,1,3,100,33,4,0
0,74,2,2,0,26,5,59,62,26,5,58,56,0,0,0,0,0,0
0,153,2,1,0,24,9,46,27,29,9,51,27,0,0,0,0,0,0
1,90,6,0,0,33,72,26,55,41,108,30,64,0,1,0,50,0,0
1,74,6,0,1,43,50,40,57,78,70,55,62,0,0,0,0,0,0
0,153,6,0,0,13,5,40,50,78,20,70,80,8,0,72,0,0,0
0,90,6,0,0,97,51,61,30,102,54,61,32,1,2,100,22,0,1
1,107,2,0,0,11,90,50,80,12,144,52,81,3,4,42,80,0,0
0,74,6,0,0,12,12,41,54,32,71,59,85,12,0,46,0,0,0
0,153,6,0,0,36,41,56,66,84,55,72,71,0,0,0,0,0,0
1,107,6,0,0,52,39,55,35,83,85,67,51,0,2,0,33,1,0
1,90,6,0,0,11,45,52,47,46,61,78,54,4,1,33,100,0,1
1,103,2,0,0,22,23,62,50,26,48,67,63,1,0,20,0,0,0
